pid,draft_year,was_drafted,declared_only,path,bio_pos,bio_height_in,bio_weight_lb,bio_pos_code,bio_age_at_draft,bio_combine_height_in,bio_combine_weight_lb,bio_combine_wingspan_in,bio_combine_reach_in,bio_combine_body_fat_pct,bio_combine_hand_length_in,bio_combine_hand_width_in,bio_combine_vertical_standing_in,bio_combine_vertical_max_in,bio_combine_lane_agility_s,bio_combine_sprint_s,bio_combine_bench_reps,bio_combine_wingspan_minus_height_in,bio_country_usa,col_age,col_gp,col_mpg,col_pts36,col_reb36,col_ast36,col_stl36,col_blk36,col_usg_pct,col_ts_pct,col_efg_pct,col_ast_pct,col_tov_pct,col_orb_pct,col_drb_pct,col_stl_pct,col_blk_pct,col_fg3ar,col_ftar,col_ft_pct,col_fg3_pct,col_fg2_pct,col_ortg,col_drtg,col_adj_ortg,col_adj_drtg,col_impact,col_impact_off,col_impact_def,col_value,col_recruit_score,col_rim_fga_share,col_rim_fg_pct,col_mid_fga_share,col_mid_fg_pct,col_dunks_per40,col_games_missed,col_minutes_share,col_usage_rank_team,col_bpm_rank_team,col_team_strength,col_bpm_pct_class,col_bpm_pct_age,col_usg_pct_age,col_ts_pct_age,col_ast_pct_age,col_stl_pct_age,col_blk_pct_age,col_bpm_pct_role,col_usg_pct_role,col_ast_pct_role,col_stl_pct_role,col_blk_pct_role,col_orb_pct_role,col_ts_pct_role,col_shot_proj_3p,col_fg3a_per40,col_gl_team_rank,col_gl_share_20min,col_gl_late_minus_early_pts40,col_gl_late_minus_early_ts,col_gl_late_minus_early_mpg,col_gl_top50_games,col_gl_top50_pts40,col_gl_top50_ts,col_gl_top50_gap_pts40,col_gl_top50_gap_ts,col_gl_mean_opp_rank,col_gl_ncaa_games,col_gl_ncaa_pts40,col_gl_ncaa_ts,col_gl_game_score_sd,col_gl_game_score_cv,col_gl_best5_game_score,col_gl_worst5_game_score,col_lu_on_off_net,col_lu_on_net,col_lu_rapm,col_lu_orapm,col_lu_drapm,col_lu_poss_on,col_lu_reliable,col_hm_share_rim,col_hm_fg_rim,col_hm_assisted_rim,col_hm_share_2pt_j,col_hm_fg_2pt_j,col_hm_assisted_2pt_j,col_hm_share_3,col_hm_assisted_3,col_hm_putback_share,col_sc_unassisted_rim,col_sc_unassisted_3,col_sc_self_created,col_pts_pg,col_reb_pg,col_ast_pg,col_stl_pg,col_blk_pg,col_final_season,col_class_index,col_n_seasons,col_minutes_total,col_first_bpm,col_bpm_delta,col_first_usg,col_usg_delta,col_bpm_mean,col_bpm_max,col_final_is_current,col_z_impact,col_z_ts_pct,col_z_usg_pct,col_z_ast_pct,col_z_stl_pct,col_z_blk_pct,col_z_orb_pct,col_z_fg3ar,col_z_pts36,bio_bmi_proxy,intl_age,intl_gp,intl_minutes,intl_mpg,intl_pts36,intl_reb36,intl_ast36,intl_stl36,intl_blk36,intl_usg_pct,intl_ts_pct,intl_efg_pct,intl_ast_pct,intl_tov_pct,intl_orb_pct,intl_drb_pct,intl_fg3ar,intl_ftar,intl_ft_pct,intl_fg3_pct,intl_impact,intl_level,intl_last_level,intl_n_seasons,intl_best_level,intl_youth_pts36,intl_youth_n,hs_mcdonalds_aa,hs_jordan_brand,hs_hoop_summit,hs_recruit_rank_first,hs_recruit_rank_final,hs_recruit_rank_delta,hs_recruit_rank_points,hs_rsci_rank,pre_transferred,pre_redshirt,pre_medical_redshirt,pre_withdrew_previous_draft,pre_green_room_invite,pre_n_schools,cons_mock_consensus_rank,cons_mock_best_rank,cons_mock_n_sources,cons_bigboard_consensus_rank,med_n_injuries,med_n_surgeries,med_major_injury,med_red_flag,med_months_since_injury,scout_motor,scout_feel_iq,scout_shooting_mechanics,scout_athleticism,scout_defense,scout_size_for_position,scout_ball_skills,scout_upside,scout_floor,scout_character_concern,scout_injury_concern,scout_consistency_concern,scout_age_concern,scout_overall_tone,scout_n_reports,cs_spot_15ft_pct,cs_spot_college3_pct,cs_spot_nba3_pct,cs_spot_attempts,cs_offdrib_15ft_pct,cs_offdrib_college3_pct,cs_onmove_15ft_pct,cs_onmove_college_pct,txt_has_report,txt_words,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,intl_lg_adj_pts36,intl_lg_strength,intl_prev_pts36,intl_season_gap,intl_src,intl_two_minutes,intl_two_pts36,col_basic_fill,bio_measure_src
P6565076e45,2006,1,0,college_2008plus,G/F,78.0,223.0,3.0,22.32,76.5,223.0,81.5,100.0,6.1,,,34.5,38.5,10.54,3.07,20.0,5.0,1,22.17,31.0,33.6,13.821428571428571,7.296428571428571,3.696428571428571,1.1785714285714286,0.7928571428571428,,60.8,59.8,18.8,21.7,7.7,14.1,1.9,2.2,0.3097643097643097,0.242,0.625,0.424,0.58,,,,,,,,,,,,,,,0.0,0.168,,,0.0,,,,,,,,,,,,,,,0.508,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,6.81,3.45,1.1,0.74,2006.0,4.0,4.0,1663.2000000000005,,,,,,,1.0,,1.219,,0.72,-0.119,0.166,0.42,-0.015,0.449,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,-1.003584013,0.0,69.0,bust_track,1.0,fringe,met_expectations,,1100174.0,0.0,792.0,68.0,0.0,1,792.0,-1.003584013,-5.234017556000001,9.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P2650c293bf,2006,1,0,college_2008plus,F,82.0,227.0,4.0,22.32,80.25,227.0,84.25,104.0,5.5,,,30.0,32.5,10.54,3.25,13.0,4.0,1,22.17,33.0,32.4,15.08888888888889,10.1,1.988888888888889,1.577777777777778,0.8111111111111111,20.0,64.8,62.5,11.5,14.6,10.1,21.0,2.7,2.5,0.007168458781362,0.545,0.651,,0.625,,,,,,,,,,,,,,,0.0,0.162,4.0,,0.0,,,,,,,,,60.0,73.0,90.0,59.0,67.0,98.0,0.494,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58,9.09,1.79,1.42,0.73,2006.0,4.0,4.0,2118.3,,,,,,,1.0,,1.863,0.117,-0.256,0.781,0.3,1.062,-1.277,0.771,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,64.0,78.0,14.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,248.0,0.058114905,0.0565,36.0,bust_track,1.0,cup_of_coffee,met_expectations,,1100174.0,0.0,156.0,27.0,0.0,2,7.0,0.012366046,0.681983171,11.4,0.0,149.0,0.045748859,-2.155701894,10.4,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P9a20aba619,2006,1,0,college_2008plus,G,74.0,200.0,2.0,20.32,,,,,,,,,,,,,,1,20.17,37.0,33.2,14.540963855421683,3.892771084337349,3.4048192771084334,1.4313253012048193,0.3469879518072289,,55.9,53.1,17.7,13.5,3.6,7.7,2.3,1.0,0.6616915422885572,0.236,0.726,0.38,0.456,,,,,,,,,,,,,,,0.0,0.166,,,0.0,,,,,,,,,,,,,,,0.549,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41,3.59,3.14,1.32,0.32,2006.0,2.0,2.0,2279.3,,,,,,,1.0,,0.43,,0.573,0.331,-0.37,-0.677,1.453,0.632,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8.0,19.0,11.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,28.5,25.0,2.0,,0.0,0.0,0.0,0.0,,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.5,1.0,,,,,,,,,1,250.0,12.719341947,2.6188,9.0,starter_track,3.0,starter,met_expectations,4792332.0,12904008.0,0.0,7481.0,316.0,0.0,7,988.0,2.330947595,0.390632164,11.1,1.0,1765.0,3.991152745,1.034464169,13.7,3.0,1795.0,2.210215298,-0.540774121,13.2,1.0,1068.0,1.099184338,-0.767011391,13.1,1.0,1865.0,3.087841971,0.495708248,16.2,2.0,,,,,0.0,,,0.0,0.0
Peed487fb04,2006,1,0,international,F,80.0,225.0,4.0,22.07,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.054332874,0.0,45.0,bust_track,1.0,cup_of_coffee,met_expectations,,1100174.0,0.0,172.0,26.0,0.0,2,103.0,-0.070094032,-4.081520866,8.5,0.0,69.0,0.015761158,-2.30354131,16.3,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pa24efaf8fd,2006,1,0,college_2008plus,F,81.0,240.0,4.0,23.38,,,,,,,,,,,,,,1,23.22,29.0,25.1,18.94661354581673,10.685258964143427,1.0326693227091632,1.5346613545816732,1.4772908366533863,,61.8,56.0,5.8,20.3,12.9,24.6,2.4,4.1,0.1234042553191489,0.723,0.706,0.31,0.573,,,,,,,,,,,,,,,1.0,0.121,,,0.0,,,,,,,,,,41.0,94.0,53.0,88.0,89.0,0.514,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21,7.45,0.72,1.07,1.03,2006.0,3.0,3.0,1240.9,,,,,,,1.0,,1.38,,-1.018,0.444,1.015,1.811,-0.792,1.752,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,85.0,49.0,-36.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,28.0,2.0,,0.0,0.0,0.0,0.0,,3.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.2,1.0,,,,,,,,,1,258.0,-1.046312186,0.0,70.0,bust_track,1.0,fringe,met_expectations,,1100174.0,0.0,1302.0,102.0,0.0,2,753.0,0.127417131,-2.421726879,13.3,0.0,549.0,-1.173729317,-6.906270828,13.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
P156589bd1a,2006,1,0,college_2008plus,G,72.0,179.0,2.0,21.85,71.0,179.0,74.0,94.0,,,,,,,,,3.0,1,21.7,33.0,35.7,14.359663865546215,3.115966386554621,5.838655462184874,1.623529411764706,0.0302521008403361,25.4,48.7,44.9,31.7,14.8,1.5,8.7,2.8,0.1,0.5560640732265446,0.236,0.757,0.321,0.407,,,,,,,,,,,,,,,0.0,0.179,1.0,,0.0,,,,,,,,,,,,,,,0.54,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24,3.09,5.79,1.61,0.03,2006.0,4.0,4.0,2461.2,,,,,,,1.0,,-0.73,1.248,2.445,0.894,-0.772,-1.239,1.013,0.586,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,16.0,19.0,3.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,33.0,1.0,,1.0,0.0,1.0,0.0,,5.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,452.0,-0.120125234,0.0,52.0,bust_track,1.0,fringe,met_expectations,,651285.0,0.0,711.0,68.0,0.0,2,450.0,-0.034782426,-2.870000708,8.2,0.0,261.0,-0.085342808,-3.419712958,6.967816091954023,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P117ae491b1,2006,1,0,college_2008plus,F,79.0,258.0,4.0,21.37,78.25,258.0,85.5,105.5,9.7,,,28.5,32.5,11.67,3.3,15.0,7.25,1,21.22,33.0,34.6,20.43468208092485,13.80693641618497,1.1341040462427745,1.9560693641618496,2.393063583815029,26.6,59.9,57.6,8.1,13.0,18.3,21.9,3.2,6.3,0.0309734513274336,0.449,0.626,,0.578,,,,,,,,,,,,,,,0.0,0.173,1.0,,0.0,,,,,,,,,95.0,44.0,96.0,93.0,100.0,86.0,0.481,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64,13.27,1.09,1.88,2.3,2006.0,3.0,3.0,2206.1000000000004,,,,,,,1.0,,1.074,1.499,-0.711,1.344,1.997,3.256,-1.177,2.13,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,64.0,66.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,288.0,30.498666458,3.4499,3.0,star_track,4.0,star,steal,9500000.0,17402969.0,4.0,10346.0,398.0,0.0,16,1472.0,4.773462036,2.589129771,14.9,4.0,1702.0,4.12583563,1.435280429,15.0,3.0,2290.0,6.946709111,2.81414961,17.4,4.0,2277.0,6.262252866,1.941154861,16.1,3.0,2605.0,8.390406815,3.5677202470000005,20.0,4.0,,,,,0.0,,,0.0,1.0
Pec84345bbc,2006,1,0,college_2008plus,F,80.0,240.0,4.0,22.42,,,,,,,,,,,,,,1,22.27,27.0,35.3,20.88611898016997,10.310481586402268,1.437960339943343,0.9076487252124646,0.5711048158640227,31.5,57.9,50.0,10.5,12.1,12.9,26.8,1.6,1.7,0.0250696378830083,0.752,0.719,,0.5,,,,,,,,,,,,,,,4.0,0.154,1.0,,0.0,,,,,,,,,100.0,64.0,46.0,42.0,92.0,76.0,0.525,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.48,10.11,1.41,0.89,0.56,2006.0,2.0,2.0,953.1,,,,,,,1.0,,0.752,2.525,-0.39,-0.457,-0.057,1.811,-1.202,2.244,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6.0,9.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,51.0,1.0,,1.0,1.0,0.0,0.0,,5.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.2,1.0,,,,,,,,,1,278.0,4.071377756,1.6236,16.0,starter_track,3.0,role_player,met_expectations,915852.0,3688078.0,0.0,3320.0,239.0,0.0,5,720.0,0.077011346,-2.540559963,14.3,0.0,809.0,1.725374611,0.421596115,21.8,1.0,1227.0,2.571029445,1.261972439,17.5,3.0,236.0,-0.152383942,-3.949765265,13.2,0.0,328.0,-0.149653704,-3.602699715,18.755792682926828,0.0,,,,,0.0,,,0.0,0.0
P4bb660105c,2006,1,0,college_2008plus,C,84.0,240.0,6.0,21.71,,,,,,,,,,,,,,1,21.55,33.0,21.8,11.559633027522937,7.860550458715596,0.4954128440366971,0.346788990825688,1.453211009174312,,63.6,61.9,2.9,16.6,11.5,16.6,0.6,4.8,0.0,0.8059999999999999,0.602,,0.619,,,,,,,,,,,,,,,6.0,0.092,,,0.0,,,,,,,,,,10.0,6.0,59.0,79.0,92.0,0.466,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.76,0.3,0.21,0.88,2006.0,4.0,4.0,1161.8,,,,,,,1.0,,1.67,,-1.406,-1.583,1.327,1.436,-1.307,-0.126,23.9,18.75,8.0,177.0,22.125,12.610169491525424,10.169491525423728,1.423728813559322,1.0169491525423728,2.0338983050847457,14.782372881355936,51.9,48.0,,,,,0.0,0.44,0.6363636363636364,,10.875,1.0,1.0,1.0,1.0,12.610169491525424,1.0,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,30.0,30.0,1.0,,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,,,,,,1,293.0,-3.221184633,0.0,77.0,bust_track,1.0,role_player,met_expectations,2483333.0,6589421.0,0.0,3566.0,275.0,0.0,10,185.0,-0.407825736,-6.990905727,13.5,0.0,532.0,-0.007841469,-2.778704286,10.8,0.0,444.0,-0.079628204,-3.07420023,12.91171171171171,0.0,1223.0,-2.214679912,-6.275343697,13.7,0.0,1182.0,-0.511209312,-3.591171209,12.2,0.0,3.7831,0.3,,3.0,0.0,,,0.0,0.0
P09caf918fb,2006,1,0,international,C,85.0,245.0,6.0,21.67,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.17839733,0.0,53.0,bust_track,1.0,cup_of_coffee,met_expectations,,1224744.0,0.0,114.0,22.0,0.0,2,31.0,0.032884395,-0.711188056,9.3,0.0,83.0,-0.211281725,-7.779071163,7.0120481927710845,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
P20979c9b9c,2006,1,0,college_2008plus,G,74.0,185.0,2.0,21.31,,,,,,,,,,,,,,1,21.16,34.0,35.4,17.532203389830507,2.989830508474576,2.928813559322034,1.1694915254237288,0.2135593220338983,25.9,54.9,49.9,18.5,9.3,1.6,7.9,2.0,0.6,0.4582441113490364,0.325,0.789,0.364,0.458,,,,,,,,,,,,,,,0.0,0.177,1.0,,0.0,,,,,,,,,,,,,,,0.573,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24,2.94,2.88,1.15,0.21,2006.0,3.0,3.0,2195.4,,,,,,,1.0,,0.268,1.352,0.68,-0.007,-0.548,-1.212,0.605,1.392,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,68.0,68.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,29.0,2.0,,0.0,0.0,0.0,0.0,,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.6,1.0,,,,,,,,,1,436.0,0.009474652,0.0094,39.0,bust_track,1.0,cup_of_coffee,met_expectations,,56065.0,0.0,18.0,6.0,0.0,1,18.0,0.009474652,-1.705348712,10.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pac436e0a75,2006,1,0,college_2008plus,F,76.0,220.0,4.0,22.01,,,,,,,,,,,,,,1,21.86,31.0,33.2,18.997590361445784,5.421686746987952,3.144578313253012,2.873493975903614,0.4879518072289156,28.4,51.1,49.5,19.5,11.2,8.4,10.8,4.5,1.1,0.1326530612244898,0.1939999999999999,0.611,0.262,0.511,,,,,,,,,,,,,,,2.0,0.156,1.0,,0.0,,,,,,,,,,,,,,,0.451,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.52,5.0,2.9,2.65,0.45,2006.0,4.0,4.0,2124.4,,,,,,,1.0,,-0.344,1.876,0.814,2.808,-0.325,0.607,-0.753,1.765,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,23.0,20.0,-3.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,47.0,1.0,,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,,,,,,1,364.0,0.108120649,0.1027,34.0,bust_track,1.0,fringe,met_expectations,,709881.0,0.0,547.0,73.0,0.0,2,495.0,0.281867841,-1.646176168,13.9,0.0,52.0,-0.173747192,-9.290327462,8.3,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Pc858ff68e6,2006,1,0,international,F,82.0,225.0,4.0,20.5,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,23.5,20.1,18.0,386.0,21.444444444444443,13.896373056994818,7.367875647668394,1.7720207253886011,1.3989637305699485,0.7461139896373057,14.713367875647668,59.2,56.19469026548673,,,,,0.4513274336283185,0.2566371681415929,0.7586206896551724,0.3725490196078431,8.88888888888889,4.0,3.0,6.0,4.0,14.256037756882034,5.0,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,,,,,,1,300.0,-0.434760302,0.0,61.0,bust_track,1.0,cup_of_coffee,met_expectations,,412718.0,0.0,170.0,30.0,0.0,1,170.0,-0.434760302,-7.727464146000001,11.7,0.0,,,,,,,,,,,,,,,,,,,,,13.8964,1.0,,0.0,0.0,,,0.0,0.0
P552922b6fa,2006,1,0,college_2008plus,G,72.0,194.0,2.0,22.8,71.25,194.0,78.0,96.5,7.2,,,35.0,40.0,11.08,3.18,8.0,6.75,1,22.64,30.0,35.8,15.45586592178771,3.3184357541899443,6.164245810055866,2.182122905027933,0.0703910614525139,23.0,52.9,50.6,31.9,16.2,2.9,8.1,3.3,0.2,0.2979797979797979,0.23,0.659,0.398,0.468,,,,,,,,,,,,,,,0.0,0.179,2.0,,0.0,,,,,,,,,,,,,,,0.518,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37,3.3,6.13,2.17,0.07,2006.0,3.0,3.0,2178.0,,,,,,,1.0,,-0.054,0.745,2.472,1.457,-0.727,-0.865,-0.064,0.865,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,91.0,94.0,3.0,2.0,94.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,41.0,1.0,,0.0,0.0,0.0,0.0,,4.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,1.0,0.0,1.0,0.0,0.5,1.0,,,,0.0,,,,,1,255.0,-0.260727292,0.0,55.0,bust_track,1.0,cup_of_coffee,met_expectations,,412718.0,0.0,166.0,14.0,0.0,1,166.0,-0.260727292,-5.842635952,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P633e796e6a,2006,0,0,college_2008plus,G,74.0,175.0,2.0,22.74,72.5,175.0,77.0,94.0,5.9,,,32.0,37.0,11.25,3.25,7.0,4.5,1,22.59,29.0,40.0,15.921,3.384,5.805000000000001,1.395,0.09,23.2,59.0,54.0,34.1,15.0,2.5,8.9,2.3,0.3,0.4315245478036176,0.282,0.872,0.419,0.473,,,,,,,,,,,,,,,1.0,0.193,1.0,,0.0,,,,,,,,,,,,,,,0.635,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.69,3.76,6.45,1.55,0.1,2006.0,4.0,4.0,2142.8,,,,,,,1.0,,0.929,0.787,2.766,0.331,-0.682,-0.972,0.493,0.983,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,75.0,75.0,0.0,1.0,75.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,2.9818607420000003,1.3817,22.0,starter_track,3.0,role_player,undrafted,861978.0,3989733.0,0.0,3225.0,234.0,0.0,6,408.0,0.359161735,-1.028612785,13.8,0.0,1340.0,1.903020476,0.038767403,13.8,2.0,962.0,0.853551976,-1.065035854,14.1,1.0,223.0,0.054396829,-2.272954871,9.9,0.0,292.0,-0.188270274,-4.008772399,10.8,0.0,,,,,0.0,,,0.0,1.0
Pf037b649bc,2006,0,0,college_2008plus,G,74.0,204.0,2.0,22.02,73.0,204.0,80.5,99.5,9.8,,,28.5,35.5,11.01,3.2,9.0,7.5,1,21.87,32.0,32.1,20.714018691588784,4.026168224299065,1.5813084112149531,1.3009345794392524,0.1009345794392523,,55.4,50.1,10.2,10.0,2.3,11.6,2.1,0.3,0.602510460251046,0.264,0.889,0.372,0.416,,,,,,,,,,,,,,,1.0,0.156,,,0.0,,,,,,,,,,,,,,,0.627,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47,3.59,1.41,1.16,0.09,2006.0,4.0,4.0,2025.6,,,,,,,1.0,,0.349,,-0.43,0.106,-0.682,-1.025,1.206,2.201,26.2,21.13,8.0,142.0,17.75,24.84507042253521,6.338028169014085,3.295774647887324,2.535211267605634,0.5070422535211268,20.241126760563382,72.2,69.84126984126983,,,,,0.4603174603174603,0.1746031746031746,0.9090909090909092,0.6206896551724138,13.375,1.0,1.0,1.0,1.0,24.84507042253521,1.0,0,0,0,30.0,30.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,0.465274596,0.382,32.0,bust_track,1.0,fringe,undrafted,,412718.0,0.0,710.0,47.0,0.0,1,710.0,0.465274596,-1.474622361,16.0,1.0,,,,,,,,,,,,,,,,,,,,,7.4535,0.3,,1.0,0.0,,,0.0,1.0
P5551ba72f6,2006,0,0,college_2008plus,F,81.0,221.0,4.0,23.54,79.2,221.0,83.5,103.5,6.8,,,32.0,35.5,10.58,3.2,14.0,4.299999999999997,1,23.39,29.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,8.59,1.14,1.07,1.31,2006.0,4.0,4.0,0.0,,,,,,,1.0,,,,,,,,-1.307,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,1.435247893,0.89,27.0,rotation_track,2.0,role_player,undrafted,,,0.0,3056.0,228.0,0.0,10,89.0,-0.093914337,-4.810152084,7.135955056179776,0.0,64.0,0.009236205,-2.657461241,11.2,0.0,1044.0,0.567452804,-1.687069752,11.5,0.0,1168.0,1.451497781,-0.685293223,12.0,1.0,691.0,-0.49902456,-4.166607252,11.0,0.0,,,,,0.0,,,0.0,1.0
